StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q134,method_fair,Q132,Q141,Q129,Q135,age,Q136,Q137,Q137_3_TEXT,Q138,Q139,Q140,MTurkCode,budget,money
2019-10-18 18:13:36,2019-10-18 18:18:11,IP Address,*******,100,275,True,2019-10-18 18:18:12,R_2wKNTkJ3syA3abK,*******,*******,*******,*******,*******,*******,anonymous,EN,"The school will use data and information it has a bout the students such as family income, how far they live away from school, and past year's attendance to predict which students would perform the poorest and school.  The assumption is that these students need help the most and would benefit the most from a mentor.",Yes it is fair,,"Students that are from better backgrounds don't need a mentor as much because they already have this role, i.e. someone checking in on them and giving them motivation, more than likely handled and so would not need a mentor as much.",Somewhat fair,I don't think parents should have a say in whether a model is used but parents should be able to opt in or opt out of having a mentor for their child.,48,Graduate or professional school,Male,,I have children and at least one is school-aged (3-18),Liberal,02468,18475,larger budget,more
2019-10-18 18:14:13,2019-10-18 18:19:09,IP Address,*******,100,296,True,2019-10-18 18:19:09,R_3CDXeYEz3xj822m,*******,*******,*******,*******,*******,*******,anonymous,EN,"it means pigeon holing kids based on demographics. Just because one kid meets a set of criteria, does not mean they should be the only ones getting mentors",No it is not fair,its profiling students. not all students selected for mentoring would take advantage of the opportunity presented,,Somewhat unfair,"parents should have a say in how the money is best spent. if you make mentors available to some, make them available to all that want the service.",42,4-year college degree,Male,,I do not have children,Conservative,55330,10092,larger budget,more
2019-10-18 18:16:24,2019-10-18 18:19:35,IP Address,*******,100,190,True,2019-10-18 18:19:35,R_27pKHTnwYB9ysGT,*******,*******,*******,*******,*******,*******,anonymous,EN,The counselor would look over all student data to see which students are at risk for missing the most school.  Those students would be matched with a mentor.,Yes it is fair,,It is fair because it targets the kids that really need the help.,Somewhat fair,Parents should be involved in getting their kids to school.  Not picking which kids get mentors for missing school.,40,4-year college degree,Female,,I have children and at least one is school-aged (3-18),Slightly liberal,11432,10701,smaller budget,less
2019-10-18 18:16:49,2019-10-18 18:20:26,IP Address,*******,100,217,True,2019-10-18 18:20:27,R_2ro0paM8XoMRC2A,*******,*******,*******,*******,*******,*******,anonymous,EN,"By analyzing a variety of sources of information and metadata on kids, counselors at school could target their resources available to kids they deem most at need for them",Yes it is fair,,"They have limited resources.  Kids will always fall through the cracks, but hopefully with more data, they can target some that would otherwise be left behind.",Somewhat fair,I think they would be worried on if their own kid was missed due to use of data,33,Some college or 2-year college,Female,,I do not have children,Extremely liberal,98403,19523,larger budget,more
2019-10-18 18:04:54,2019-10-18 18:21:47,IP Address,*******,100,1013,True,2019-10-18 18:21:47,R_3j8sclRVIHp1O94,*******,*******,*******,*******,*******,*******,anonymous,EN,This would provide statistics for the counselor to make a more informed decision as to which students would benefit more fully from a mentor.,Yes it is fair,,I think that the decision would be fair if the final decision was made be the counselor personally.  This would allow the counselor to review the data with human consideration and involvement.,Somewhat fair,Parents should be able to weigh their concerns through a meeting about the process.  This should be a meeting that informs them about the entire process and allow the parents to ask questions.,39,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Conservative,87031,13769,smaller budget,less
2019-10-18 18:13:24,2019-10-18 18:22:00,IP Address,*******,100,516,True,2019-10-18 18:22:01,R_1dEb9sdx5JDAFTz,*******,*******,*******,*******,*******,*******,anonymous,EN,It means the counselor would use the data provided by the model's data to help decide which students would most need the mentors.,No it is not fair,"The data gives just numbers, no explanation of those numbers; why a student misses x amount of school or whatnot. What if they miss and fail classes because of lack of help but the data isn't what would be considered qualified?",,Somewhat unfair,"I think they should be allowed to voice their concerns on why or why not the district should switch, and possibly vote on it, if that's how that district works.",44,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",62234,19718,smaller budget,less
2019-10-18 18:18:36,2019-10-18 18:22:51,IP Address,*******,100,255,True,2019-10-18 18:22:51,R_1gd4zixzByCBpGw,*******,*******,*******,*******,*******,*******,anonymous,EN,it means that they are going to take a vast amount of data and compile it together to decide which students need the mentors most,Yes it is fair,,I think the counselor knows the students best as they work in and around the students daily.  If anyone should know these students its them.,Extremely fair,i think parents should be able to submit why they think their student is the right one to get help,30,High school diploma or GED,Male,,I do not have children,Conservative,85234,17961,larger budget,more
2019-10-18 18:16:22,2019-10-18 18:23:06,IP Address,*******,100,404,True,2019-10-18 18:23:06,R_5vv9ooZWgYdH15L,*******,*******,*******,*******,*******,*******,anonymous,EN,The school wants to use an algorithm to determine which students should receive special attention based on a number of factors in order to predict which students would go to school more often.,No it is not fair,It is a publicly funded school and thus no student should receive more funding than any other.  If it was privately funded then that is another story.,,Extremely unfair,"The parents should have the most input of anyone about asset allocation because, after all, the parents are paying for it.",36,4-year college degree,Female,,I do not have children,Slightly conservative,60657,12671,smaller budget,less
2019-10-18 18:21:11,2019-10-18 18:23:23,IP Address,*******,100,132,True,2019-10-18 18:23:24,R_1FFonfiWg7ONOmV,*******,*******,*******,*******,*******,*******,anonymous,EN,it uses paraeters to predict who would be the best to guide them,No it is not fair,it does not give everyone and equal base to start with,,Somewhat unfair,parents and student shuld have all the say in what model is used,33,Graduate or professional school,Female,,I do not have children,"Moderate, Middle of road",10310,16779,larger budget,more
2019-10-18 18:20:35,2019-10-18 18:24:09,IP Address,*******,100,213,True,2019-10-18 18:24:09,R_3NPUAvgCrlwCdld,*******,*******,*******,*******,*******,*******,anonymous,EN,The use of a predictive model would allow the counselor to best pair students with certain programs based on their past experience and current factors of the perspective student.,Yes it is fair,,It is fair because the data showing results of which types of students benefit from counselors is the best use of the school's time and resources to ultimately serve the community the best.,Somewhat fair,The parents should get to vote on whether or not the school actually makes such a drastic change regarding their kids considering that parents pay a large amount in education taxes.,22,Some college or 2-year college,Male,,I do not have children,"Moderate, Middle of road",12549,15038,larger budget,more
2019-10-18 18:13:26,2019-10-18 18:24:57,IP Address,*******,100,691,True,2019-10-18 18:24:57,R_1CBltCOisoDRU22,*******,*******,*******,*******,*******,*******,anonymous,EN,The algorithm in the model would judge their lives outside of school to see who is at the most risk of missing school. This will help determine who needs a mentor the most. Or who will benefit the most from a mentor.,Yes it is fair,,The algorithm can see the common trend that is commonly found in student with attendance and other problems. This would help to identify the most deserving of students and teachers can begin going down the line offering a mentor. Yes it's fair because there is a limited amount of mentors and it only makes sense that the students in the most risk are offered a mentor first.,Somewhat fair,"The parents can choose th=o keep their child put of the mentoring system. Aside from what they decide about their own child, I think parents should be allowed NO INPUT on the switch or the program. If they aren't volunteering to mentor or allowing their child to participate, they don't have any say. ",36,High school diploma or GED,Female,,I do not have children,Slightly conservative,22485,17060,smaller budget,less
2019-10-18 18:17:40,2019-10-18 18:25:36,IP Address,*******,100,475,True,2019-10-18 18:25:36,R_ZIFRSDFAhX2mLyp,*******,*******,*******,*******,*******,*******,anonymous,EN,I believe it means that the school counselor would use this analytical data to more efficiently choose students to have mentors. Rather then use more opinionated methods on assigning methods. Therefore it would hopefully solve some of the issues the school is having with attendance and grades.,Yes it is fair,,"I find it to be fair because when using analytics most of the time it is an unbiased system. Therefore the system will do its job of find the appropriate people by the criteria it was given. ",Somewhat fair,I find they should be some involvement from the parents but they will have bias towards their own children which can be a deterrent to an effective system.,27,4-year college degree,Male,,I do not have children,Liberal,90022,15893,larger budget,more
2019-10-18 18:21:07,2019-10-18 18:25:54,IP Address,*******,100,286,True,2019-10-18 18:25:54,R_1pLMvAKHWisBGgJ,*******,*******,*******,*******,*******,*******,anonymous,EN,It means taking into account all of the above factors to determine who gets a mentor.  It's a non-random way to choose the students who most likely need a mentor the most.,Yes it is fair,,Because it's a non-biased selection process.  The only concern is keeping human bias out of the algorithm model.,Somewhat fair,It removes the attempts of some parents to bribe the counselors to get their child a mentor.  The algorithm creates the most fair and transparent method for choosing who gets a mentor.,47,4-year college degree,Male,,I do not have children,Extremely liberal,87109,14826,smaller budget,less
2019-10-18 18:19:27,2019-10-18 18:26:37,IP Address,*******,100,430,True,2019-10-18 18:26:37,R_1DVbmevycEf5KnB,*******,*******,*******,*******,*******,*******,anonymous,EN,"a predictive model would be used to assess the various data to discern whether a student would be missing a lot of school days,",Yes it is fair,,i think it provides a good number of statistics to predict fairly which students are likely to miss school days.,Somewhat fair,i thnk that parents should be provided an opportunity to voice their opinions through PTA meetings and the like.,47,4-year college degree,Female,,I do not have children,Liberal,34479,12545,smaller budget,less
2019-10-18 18:22:11,2019-10-18 18:28:28,IP Address,*******,100,376,True,2019-10-18 18:28:28,R_3oWNiQd3WjHNvoq,*******,*******,*******,*******,*******,*******,anonymous,EN,I think the ways it's described in the preceding description is how I would describe it myself. It I was putting in words that somebody who speaks english as a 2nd language I might say the school uses math formulas with data from students to find the highest ranking students that need a mentor.,No it is not fair,Sounds like a breeding ground for favortism for minorities and children of immigrants.,,Neither fair nor unfair,I don't know algorithms are really complicated if you did not make them yourself.,40,Some college or 2-year college,Male,,I do not have children,"Moderate, Middle of road",08757,15794,smaller budget,less
2019-10-18 18:25:49,2019-10-18 18:28:38,IP Address,*******,100,168,True,2019-10-18 18:28:38,R_eLQLe8zEPLXeiwV,*******,*******,*******,*******,*******,*******,anonymous,EN,"It means they would use an algorithm to determine which students would get mentors, which would theoretically at least determine the ones most in need.",No it is not fair,"I think they should look more into it on a case by case basis rather then using software, which may be accurate but not always take certain factors into account.",,Somewhat unfair,The parents should at least get a vote or something similar,32,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),Slightly conservative,60098,10256,smaller budget,less
2019-10-18 18:25:15,2019-10-18 18:29:31,IP Address,*******,100,256,True,2019-10-18 18:29:32,R_20M7QJeltOwultb,*******,*******,*******,*******,*******,*******,anonymous,EN,"they will use their own algorithm from the data to see who needs the most help and needs a mentor. ",Yes it is fair,,It is fair because you can more easily identify who needs help.,Somewhat fair,The parents should get a say in if their kid needs a mentor.,28,High school diploma or GED,Male,,I do not have children,Conservative,13219,15437,smaller budget,less
2019-10-18 18:27:03,2019-10-18 18:29:45,IP Address,*******,100,161,True,2019-10-18 18:29:45,R_24eEN3JYLkKdLSy,*******,*******,*******,*******,*******,*******,anonymous,EN,"A predictive model would analyze the demographic data of students, and based on previous demographic data, they would assign tutors based on the needs.",No it is not fair,"Just because a person comes from low income, attendance issues, etc. does not necessarily mean that assigning a mentor to them is the best use of resources.",,Extremely unfair,"I think parents should be directly involved in the decision making process, as they hopefully know the needs of their child.",29,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),Conservative,47338,18847,smaller budget,less
2019-10-18 18:24:32,2019-10-18 18:30:17,IP Address,*******,100,344,True,2019-10-18 18:30:17,R_233Os9FggLOeIXP,*******,*******,*******,*******,*******,*******,anonymous,EN,"using this model would predict which students are likely to miss the most school by analyzing several factors. This would give a data driven approach to the decision, and would remove emotion or 'the human factor' from the decision.",Yes it is fair,,"The model would be able to assess a large number of factors, and would not be unconsciously biased in the same way that a human might be.",Somewhat fair,"parents should have some input, since a parent might have concerns that a human can identify but a model may not. ",37,4-year college degree,Female,,I have children but none are school age (they're younger than 3 or older than 18),Conservative,49321,16534,smaller budget,less
2019-10-18 18:27:45,2019-10-18 18:30:20,IP Address,*******,100,155,True,2019-10-18 18:30:21,R_BVO3XONVvlIL5qp,*******,*******,*******,*******,*******,*******,anonymous,EN,"This would mean that the counselor would essentially use a program to ID and isolate students based on attendance and SES, and single these students out as high-risk and likely good candidates for the mentorship program.",Yes it is fair,,"As long as this does not cause the counselor to treat students any differently, it seems like a purely positive, preventative measure to assign mentors.",Extremely fair,"The district could have an open meeting for parents to come and comment. They may worry about their kids being profiled, but I feel many parents would be happy for their kids to have a mentor.",30,Graduate or professional school,Female,,I do not have children,Liberal,78240,10852,larger budget,more
2019-10-18 18:23:30,2019-10-18 18:30:46,IP Address,*******,100,435,True,2019-10-18 18:30:46,R_eA4qivZYFSXjPsR,*******,*******,*******,*******,*******,*******,anonymous,EN,I guess it could be good tool.  Don’t think children can/should be predicted using an algorithm alone.,No it is not fair,"I think it should be based on need, but just as much the child’s desire.  Someone living across street from school could need just as much as one miles away.  Need to look at individual ",,Somewhat unfair,Maybe a group meeting with parents whose child is falling behind,43,Some college or 2-year college,Female,,I do not have children,Conservative,72450,17863,larger budget,more
2019-10-18 18:26:39,2019-10-18 18:30:48,IP Address,*******,100,248,True,2019-10-18 18:30:48,R_uqdRO0N6uRJ99V7,*******,*******,*******,*******,*******,*******,anonymous,EN,It makes a counselor's job easier. It makes it easier by streamlining all the data so they can use it as a reference to make an informed decision on choosing the right mentors for their students.,Yes it is fair,,It is fair because it uses a wide range of data including attendance and parent's income to determine the best choice based on need.,Somewhat fair,They should know what criteria is used to consider who gets mentors.,26,Some college or 2-year college,Male,,I do not have children,Slightly liberal,89141,12537,larger budget,more
2019-10-18 18:28:16,2019-10-18 18:32:26,IP Address,*******,100,249,True,2019-10-18 18:32:26,R_3rUJXasHyeWfpxi,*******,*******,*******,*******,*******,*******,anonymous,EN,"I believe using a predictive model for their students would determine which students would struggle and miss alot of school by looking at dimensions such as their grades, past attendence, parents income to determine this factor. ",Yes it is fair,,"It is fair because they are using analytics to determine who needs help more and giving students this help prematurely than them having to seek out the resources themselves. The school counselor I would assume would have an open office for any outliers who need guidance and is not included in the analytics. ",Somewhat fair,"How their child behaves at home, whether they have had any extreme life changes recently ex. death in family, divorce. ",26,4-year college degree,Female,,I do not have children,Liberal,60007,18137,smaller budget,less
2019-10-18 18:05:43,2019-10-18 18:34:35,IP Address,*******,100,1731,True,2019-10-18 18:34:35,R_886blvvPs6o3Dvr,*******,*******,*******,*******,*******,*******,anonymous,EN,This predictive model would take a lot of pressure off their shoulders.  It would take away the stress and mental toll off of picking and choosing some kids and not others.,Yes it is fair,,"Personally, I would not want to be the one who decided which students received mentoring.  If the model is set up to select the students that are most in need, then that's the best decision.",Neither fair nor unfair,Parents should be supportive to what ever decisions are made.  They also should be proud that they have this opportunity for the betterment of the kids.,38,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Extremely liberal,27405,16113,larger budget,more
2019-10-18 18:29:51,2019-10-18 18:34:52,IP Address,*******,100,300,True,2019-10-18 18:34:53,R_1FmKU2OhlSnlQLs,*******,*******,*******,*******,*******,*******,anonymous,EN,"The school counselor is using a program to predict which kids get a mentor based upon their grades, family income, attendance, etc. The counselor is basing her information on a program and not doing the research him or herself. ",No it is not fair,"I feel that the counselor should know all of the students on a personal level and know which ones are struggling. The counselor I feel is not fully doing their job if they have to rely upon a computer program. ",,Extremely unfair,"I think the parents should be able to speak for their children if they feel they need a mentor. The parents should be able to make a suggestion to the counselor. ",34,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Liberal,58238,19330,smaller budget,less
2019-10-18 18:30:01,2019-10-18 18:36:19,IP Address,*******,100,377,True,2019-10-18 18:36:19,R_1LY9cfURAaUnXXi,*******,*******,*******,*******,*******,*******,anonymous,EN,I would think it would be best to assign mentors to the students that actually need them instead of using a 'predictive model'. Technology is not always the best option contrary to what people seem to think these days.,No it is not fair,It makes no sense.,,Somewhat unfair,Certainly parents should be required to attend meetings if their child is in need of a mentor.,32,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",52404,13569,larger budget,more
2019-10-18 18:30:20,2019-10-18 18:36:31,IP Address,*******,100,370,True,2019-10-18 18:36:31,R_3nfpgPh3mB6VCXz,*******,*******,*******,*******,*******,*******,anonymous,EN,"This would use students' personal information to generate an algorithm predicting the most at-risk kids. ",Yes it is fair,,"I think this is mostly fair, but there still needs to be some flexibility on a case-by-case basis. The prediction can be the major factor in deciding which kids need mentors the most, but there also needs to be room for those decisions to be adjusted.",Somewhat fair,"I think parents should make their cases for why their child would benefit from a mentor. ",48,4-year college degree,Female,,I do not have children,Extremely liberal,44077,18834,larger budget,more
2019-10-18 18:29:52,2019-10-18 18:36:59,IP Address,*******,100,426,True,2019-10-18 18:36:59,R_2zIpzXuyt52A346,*******,*******,*******,*******,*******,*******,anonymous,EN,"Various factors will be looked at to determine which children might be more likely to miss a lot of school and would need a mentor more. Those people will get a mentor. ",No it is not fair,"I would look more at who has actually missed a lot of school because that has actually happened and those children could use a mentor. The model may be wrong and the children it looked like would miss a lot may not, assigning mentors to wrong people. ",,Somewhat unfair,A little input,44,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Extremely Conservative,37918,10062,smaller budget,less
2019-10-18 18:31:22,2019-10-18 18:37:17,IP Address,*******,100,355,True,2019-10-18 18:37:17,R_3KTHImGOkmnjNTW,*******,*******,*******,*******,*******,*******,anonymous,EN,"The predictive model would analyze information on each student about their parents income level, how far away they live from school, and their attendance from the past year, to determine whether or not they need a mentor. Using this information, the model would indicate which students need mentors the most, and the counselor will then choose the students.",Yes it is fair,,"There's no bias using this system. The model looks at each student in an analytical way and indicates who needs the most help. From there, the counselor selects the appropriate students.",Extremely fair,"They should of course have a say in what they feel the school should do, but ultimately, what is best for the students should win out.",36,High school diploma or GED,Female,,I do not have children,"Moderate, Middle of road",72118,17004,larger budget,more
2019-10-18 18:32:27,2019-10-18 18:39:20,IP Address,*******,100,413,True,2019-10-18 18:39:20,R_2QhqHlYe7bSphA9,*******,*******,*******,*******,*******,*******,anonymous,EN,"I feel it would help to save time for the counselor and also help students get a quicker decision made for them, however I don't feel they should completely rely on this as everyone is different. People can get a deeper understanding through talking to students themselves. Overall it would mean alot in terms of time saving and organization. Which is important.",Yes it is fair,,It's fair as the predictive tool would have somewhat adequate data to make it's decision. I still feel that a human should scan over things though. AI is getting very clever and can make worthy decisions.,Somewhat fair,"Parents should give all the information they can to hellp both the counselor and the AI. Stats that the AI can use and information that the counselor can use too. ",25,Some college or 2-year college,Female,,I do not have children,Liberal,11226,11716,larger budget,more
2019-10-18 18:40:57,2019-10-18 18:42:26,IP Address,*******,100,88,True,2019-10-18 18:42:27,R_3stXYJDart0JRMI,*******,*******,*******,*******,*******,*******,anonymous,EN,This school counselor is trying to maximize results with limited resources. Some outcomes are associated with certain circumstances and this algorithm is trying to match it.,Yes it is fair,,I think there should be an appeals process and a human touch at some point but by and large these things lack bias,Extremely fair,Parents should be able to give comments over a period of time,23,4-year college degree,Female,,I do not have children,Liberal,10009,17145,larger budget,more
2019-10-18 18:40:54,2019-10-18 18:47:04,IP Address,*******,100,369,True,2019-10-18 18:47:04,R_3JdJvInbah014Pv,*******,*******,*******,*******,*******,*******,anonymous,EN,"I'm assuming based on previous behaviors, progress reports, grades, and awards that a student has received would be a good model to have in order to assess which counselor a student would be assigned.",No it is not fair,"There are students who are abused heavily but vastly excel in school, so it wouldn't accurate because that type of model can't capture  all aspects of a student.",,Somewhat unfair,"Well there is only so much parents know about their children as well. Nothing is truly what it seems. Abusive parents aren't going to be transparent with schools on what's going on at home. Public schools fail. ",25,Some college or 2-year college,Female,,I do not have children,Conservative,23834,10951,smaller budget,less
2019-10-18 18:48:12,2019-10-18 18:55:21,IP Address,*******,100,428,True,2019-10-18 18:55:21,R_2ygCX0ZwfBaUeo5,*******,*******,*******,*******,*******,*******,anonymous,EN,"The school counselor will use a computer algorithm to decide which student are the most deserving of help from a mentor. ",Yes it is fair,,"Because the computer will make an unbiased recommendation about who can be helped the most. The last thing the school would want is to assign a mentor to a student that doesn't show up. ",Extremely fair,"The parents should be allowed to give input and have their say but they need to explain that this is the most fair way to go about placing mentors. So this way school funds aren't wasted. ",39,4-year college degree,Male,,I have children and at least one is school-aged (3-18),Extremely Conservative,90262,11844,smaller budget,less
2019-10-18 18:48:41,2019-10-18 18:56:02,IP Address,*******,100,441,True,2019-10-18 18:56:02,R_UXu8nYuiEd8lRT3,*******,*******,*******,*******,*******,*******,anonymous,EN,The school will use factors in the student's life to determine which students are most likely to miss a lot of school.,Yes it is fair,,"If the students most likely to miss school need mentoring the most, it's only logical and, thus, fair that those students get mentors. It would be unfair if they didn't get mentors.",Extremely fair,"Since parents will have no say in who gets mentors anyway, I don't think they should be involved in the decision to switch to a predictive model. Parents will most likely favor their own children as well.",43,4-year college degree,Female,,I do not have children,Slightly conservative,36040,11409,smaller budget,less
2019-10-18 18:44:23,2019-10-18 18:57:30,IP Address,*******,100,787,True,2019-10-18 18:57:31,R_3fdDsp8pwOHed8U,*******,*******,*******,*******,*******,*******,anonymous,EN,The counselor uses an automated system to pour through a lot of data in order to more accurately determine who needs a mentor the most. It's an algorithm that helps the counselor select which students would benefit the most from having a mentor.,Yes it is fair,,It's unbiased and makes decisions objectively. It will look at the facts and make an objective selection of students.,Somewhat fair,"The parents should be informed about the model and how it's being used. Parents might be able to make recommendations for special cases or maybe add something about their student that might not be in the data. ",33,4-year college degree,Male,,I do not have children,Slightly conservative,27514,16124,larger budget,more
2019-10-18 18:41:40,2019-10-18 19:01:02,IP Address,*******,100,1162,True,2019-10-18 19:01:02,R_1hKlxl0OXjRDxqw,*******,*******,*******,*******,*******,*******,anonymous,EN,Its mean tailoring the best pick for student with their mentors,Yes it is fair,,As long as it picking people with promise base on good statistics i see no problem. if someone shows effort that it should show it a model that gets picked,Somewhat fair,maybe the parents should have some say,25,Some college or 2-year college,Male,,I do not have children,Liberal,74872,18103,larger budget,more
2019-10-18 18:29:29,2019-10-18 19:06:23,IP Address,*******,100,2214,True,2019-10-18 19:06:24,R_PB8raadLoeonqed,*******,*******,*******,*******,*******,*******,anonymous,EN,"The counselor would assign students based on the similarities between students and mentors' backgrounds, the students' weaknesses, and mentors' strengths",Yes it is fair,,I don't see why it wouldn't be fair. The model is based off of facts and pattern,Somewhat fair,"If the parent wants a certain mentor for their child, then they should get it",21,High school diploma or GED,Female,,I have children but none are school age (they're younger than 3 or older than 18),Conservative,71459,16710,larger budget,more
2019-10-18 19:25:03,2019-10-18 19:29:23,IP Address,*******,100,259,True,2019-10-18 19:29:24,R_1Lp0gc5qSGtD7Ra,*******,*******,*******,*******,*******,*******,anonymous,EN,it would use a computer program to decide,No it is not fair,you cant go just by numbers when dealing with humans,,Extremely unfair,start fundraisers for funding,37,High school diploma or GED,Male,,I do not have children,"Moderate, Middle of road",71202,18828,smaller budget,less
2019-10-18 18:04:37,2019-10-18 19:44:55,IP Address,*******,100,6018,True,2019-10-18 19:44:56,R_yO58lgfKCBhQ7Nn,*******,*******,*******,*******,*******,*******,anonymous,EN,"This means that the counselor does not know as much about the student as they should. A predictive model is not going to be able to pick up on certain aspects that a human could, which could lead to the most needy students being overlooked.",No it is not fair,The model won't understand the students needs on an intimate level.,,Extremely unfair,"Parents should have 100% input ",38,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),Liberal,28314,15740,larger budget,more
2019-10-18 17:34:28,2019-10-18 19:52:15,IP Address,*******,100,8267,True,2019-10-18 19:52:15,R_2rVDZ37lAuwedqc,*******,*******,*******,*******,*******,*******,anonymous,EN,"It take the human out of it. Kids can't or shouldn't be reduced to an algorithm. Each person, especially kids, need to be treated like unique individuals.",No it is not fair,A computer program can account for everything that a human can.,,Somewhat unfair,Parents should have input because they know what their kids need,48,Some college or 2-year college,Female,,I have children but none are school age (they're younger than 3 or older than 18),Conservative,04240,11886,smaller budget,less
2019-10-18 20:23:36,2019-10-18 20:24:54,IP Address,*******,100,77,True,2019-10-18 20:24:54,R_OKc1LLyKNJArKQ9,*******,*******,*******,*******,*******,*******,anonymous,EN,The counselor using a predictive model means that they will look into students' backgrounds to decide who gets mentors.,Yes it is fair,,Some students deserve mentors more than others.,Somewhat fair,They should have a major influence in this decision.,19,Some college or 2-year college,Male,,I do not have children,"Moderate, Middle of road",78266,15054,larger budget,more
2019-10-18 21:34:05,2019-10-18 21:36:33,IP Address,*******,100,148,True,2019-10-18 21:36:34,R_2Pnc0RNXxVYvbWz,*******,*******,*******,*******,*******,*******,anonymous,EN,Using a computer to figure out the best candidates.,Yes it is fair,,Everyone is treated equally using the same data.,Extremely fair,No input. The district should just do it.,34,High school diploma or GED,Female,,I do not have children,Liberal,98270,14648,larger budget,more
2019-10-18 22:44:05,2019-10-18 22:59:01,IP Address,*******,100,895,True,2019-10-18 22:59:01,R_ea06Jvl2agI10Sl,*******,*******,*******,*******,*******,*******,anonymous,EN,"In my opinion, the budget for student mentors should be determined by the needs of the student. I don’t believe it’s fair that some kids who have smaller budgets receive lesser resources. Every student should have an equal opportunity at success and resources no matter the circumstances of the student. The school counselor bases their predictive model around circumstances which the student has no control over. ",No it is not fair,"I believe this is unfair because students have no control over the circumstances that they were born into. Everyone should have equal resources and a chance at success regardless of their status. ",,Extremely unfair,"Parents should all stand together and vote for equality within the school system. Also if all students can’t have equal resources for mentors then no students should have the better resources at all. ",27,Graduate or professional school,Male,,I have children and at least one is school-aged (3-18),Extremely Conservative,30238,13677,smaller budget,less
2019-10-18 22:24:05,2019-10-18 23:09:26,IP Address,*******,100,2720,True,2019-10-18 23:09:26,R_3hhkV848JMUV2Ka,*******,*******,*******,*******,*******,*******,anonymous,EN,"I don't feel an issue with using such tools to pin point more accurately at risk students that could benefit from more focused care. ",Yes it is fair,,"Well, it would seem even more unfair to needlessly provide resources to students that don't need the mentorship.",Somewhat fair,I think parental input should be a quarter of the equation maybe.,35,High school diploma or GED,Female,,I do not have children,Slightly conservative,39817,17005,smaller budget,less
2019-10-18 22:55:44,2019-10-18 23:28:47,IP Address,*******,100,1983,True,2019-10-18 23:28:47,R_1KrsUkvXsrJVs0H,*******,*******,*******,*******,*******,*******,anonymous,EN,"The use of a predictive model in this case would rely upon and use directly relevant data pertaining to the student population in question to attempt to assess which students would be most at risk for repeat school non-attendance over time. This data would be free of bias in terms of its use of data elements including race, ethnicity, gender, and other potentially discriminatory elements most commonly associated with discrimination under state and federal law .  However, the demographic data collected would pertain both to the families of the students in question, as well as to the students under study specifically, and this data profile, in tandem with an algorithmic data model, would assist researchers in attempting to identify those students most at risk of school non-attendance.",No it is not fair,"While a school counselor may have direct and specific information about at-risk students that he or she may have assisted in the past or maybe assisting in the present, such an individual may also form biases in terms of their perceptions and preferences for individual students.  I believe that a neutral third party within the school district should be provided the data and the data model in question and then should select the students for possible support.   Subsequently a final screen should be completed by a school-specific team of people, perhaps including a school counselor, that would make the final decision in terms of the ultimate selection of the students to be supported.  This mechanism offers a much broader, multi-dimensional, and more robust method for selecting potential students that would ultimately benefit from the described program.",,Somewhat fair,"Parents should be provided with information as to how the proposed program functions, how students are to be ultimately selected, and what specific information the school district requires of them to assist in making the program a success.   The actions of parents represent a significant factor in their children's successful school attendance and success; they must be made aware of this, and how they may help their children, and the school district.  ALSO.  Parents are often not aware of the behavior(s) of their children at school with regard to attendance, among other types of negative conduct.  Parents must have direct and specific access to this information, most likely online, relevant to the conduct of their children so that they, as parents, can assist directly and immediately with non-attendance (and other) issues.",35,4-year college degree,Male,,I do not have children,Liberal,14622,17206,larger budget,more
2019-10-18 23:39:20,2019-10-18 23:44:26,IP Address,*******,100,306,True,2019-10-18 23:44:27,R_2aQANORE8kykNG5,*******,*******,*******,*******,*******,*******,anonymous,EN,"I feel it would be important, hooefully the model with eliminate some of the guesswork and make the mentor program efficient by assigning them to the most appropriate children.",Yes it is fair,,"You have to use some kind of tool, this one seems fair.",Somewhat fair,I think parents could petition/ make a case for their child if they feel they would benefit.,49,Some college or 2-year college,Male,,I do not have children,Conservative,46368,16653,larger budget,more
2019-10-18 23:44:46,2019-10-18 23:49:23,IP Address,*******,100,277,True,2019-10-18 23:49:23,R_3HCca0khalUwxlM,*******,*******,*******,*******,*******,*******,anonymous,EN,It means using a computer program to predict who is going to need mentors the most.,No it is not fair,"I think the counselor should get to know these kids better before deciding. I also think it's a little prejudiced against certain kids, by factoring in where they live and what the parents make.",,Somewhat unfair,I really dont think parents should have any input. They will just argue.,36,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Slightly liberal,97217,16141,smaller budget,less
