StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q134,method_fair,Q132,Q131,Q127,Q129,Q135,age,Q136,Q137,Q137_3_TEXT,Q138,Q139,Q140,MTurkCode,nonalg_method,budget,money,nonalg_method_present
2019-08-20 15:25:58,2019-08-20 15:42:00,IP Address,*******,100,962,True,2019-08-20 15:42:01,R_2bLa6VpIDewyncJ,*******,*******,*******,*******,*******,*******,anonymous,EN,The predictive model will weigh different traits of the students and decide which ones are the most disadvantaged. This means that students who may be more deserving and in a more dire circumstance may be overlooked due to the algorithm not properly weighing real world scenarios and understanding the severity of different issues. It may be largely effective though.,school counselor ${e://Field/nonalg_method_present},"I think it is more fair because students will be able to express their reasoning for needing a mentor face to face, and the counselor has more of a reason to get to know each of them. An algorithm is not able to fully understand human circumstances.","Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat unfair,"I think parents should be able to vote on whether the district switches to the predictive model. Maybe different classes can opt into whatever model they prefer each year with an annual vote. That way if it doesn't work out, nothing is set in stone.",29,4-year college degree,Male,,I do not have children,Liberal,92626,18048,used his judgment,larger budget,more,using his judgment
2019-08-20 15:38:37,2019-08-20 15:43:19,IP Address,*******,100,281,True,2019-08-20 15:43:19,R_OD3kVKQNqfopplf,*******,*******,*******,*******,*******,*******,anonymous,EN,"It will allow the counselor, to be able to assist them in being to help their students as much as possible. It is also important for them to be able to get information to help the students outside of school as well.",school counselor using a predictive model/algorithm,It has all the information that would be needed to make a good choice on how to help your student. I feel like it gives the best information for the counselor to be able to really assist the student.,"Yes, students who deserve mentors will get them",Extremely unfair,Extremely fair,"They should be able to decide on whether or not their child needs these mentors or not. I don't think picking randomly is fair, since some student do better then other's and don't really need them. ",24,Some college or 2-year college,Female,,I have children but none are school age (they're younger than 3 or older than 18),Liberal,89030,13700,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 15:41:37,2019-08-20 15:44:30,IP Address,*******,100,173,True,2019-08-20 15:44:30,R_2ZEK1fGJjd8kmBz,*******,*******,*******,*******,*******,*******,anonymous,EN,"They use a formula to determine which students are most in need of a mentor, rather than randomly selecting students to receive a mentor.",school counselor using a predictive model/algorithm,"It allows the students who are more in need to receive a mentor, rather than names randomly being drawn and a mentor possibly assigned to a student who doesn't really need one.","Yes, students who deserve mentors will get them",Extremely unfair,Extremely fair,Parents should be informed of the counselor's new method for selecting students and given the opportunity to provide feedback and/or inform the counselor of why they believe their child does/doesn't need a mentor.,34,Graduate or professional school,Female,,I have children and at least one is school-aged (3-18),Slightly liberal,30022,13886,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-20 15:32:45,2019-08-20 15:44:42,IP Address,*******,100,717,True,2019-08-20 15:44:42,R_2uIfmeWkyzWDuOD,*******,*******,*******,*******,*******,*******,anonymous,EN,"A predictive model would determine which students get a mentor by a large number of factors including info specific to the individual student's past school performance, past attendance, how far the student lives from school, income, and other factors.  It would use more factors than income to determine need.",school counselor using a predictive model/algorithm,I believe that there are more indicators to need than income alone.  The predictive model would be able to identify students most at risk.  The income model would be based on the child's parents' income and not necessarily be as accurate in determining if a student is in need of a mentor or not.  There are many at risk students who come from wealthy households who would be under the radar of an income-based model.,"Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,"I do not think the parents should be factored into the decision at all.  They cannot make a decision collectively that is guaranteed unbiased to their children and the students with which their children associate.  Educators and school faculty will have a more objective and comprehensive stance that should not be met with additional, subjective demands.",34,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Liberal,33928,12419,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 15:19:21,2019-08-20 15:44:59,IP Address,*******,100,1537,True,2019-08-20 15:44:59,R_3GiGVXhA3Iejc3Q,*******,*******,*******,*******,*******,*******,anonymous,EN,"A school would do more in depth research in trying to figure out which students should get mentors. If a student showed signs of needing a mentor, the model could really be beneficial.",school counselor using a predictive model/algorithm,I think it is more fair because students call fall into certain algorithms and models.,"No, students who deserve mentors will still not get them",Somewhat fair,Neither fair nor unfair,I think parents should get to vote about the use of this model and if it is something that is used more consistently.,23,4-year college degree,Male,,I do not have children,Slightly conservative,93711,18826,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-20 14:38:01,2019-08-20 15:55:38,IP Address,*******,100,4656,True,2019-08-20 15:55:38,R_2Sq5uCuhpNrukHg,*******,*******,*******,*******,*******,*******,anonymous,EN,"It would mean that the school counselor would get a better understanding of which students need help the most and the counselor would be able to help accordingly. ",school counselor using a predictive model/algorithm,"Because a student at the bottom of the algorithm list (a student that needs the least help) could get picked over a student at the top of the list (a student that needs the most help) if names were drawn randomly. ","Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat fair,"Not much because every kid will want their kid to get the limited help. If anything, students whose parents don't request help should help those students more because their parents don't care about them.",22,Some college or 2-year college,Male,,I do not have children,Slightly liberal,93215,17072,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 15:53:09,2019-08-20 15:56:03,IP Address,*******,100,173,True,2019-08-20 15:56:03,R_2pK4UjrBKIu7Vhx,*******,*******,*******,*******,*******,*******,anonymous,EN,It means that school is using algorithms to try to predict which student will be trouble students that need extra attention.,school counselor using a predictive model/algorithm,It eliminates the human bias such judgements can have.,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,Parents should get data in school districts that uses and don't use this predictive algorithms.,35,4-year college degree,Male,,I have children and at least one is school-aged (3-18),Liberal,60628,16074,used his judgment,smaller budget,less,using his judgment
2019-08-20 15:43:44,2019-08-20 15:57:42,IP Address,*******,100,837,True,2019-08-20 15:57:42,R_3fkOXx130pb9zTh,*******,*******,*******,*******,*******,*******,anonymous,EN,I think that the predictive model would help a counselor to get an idea of how a student would fit into a certain program. It would also help the students feel like they fit in with the right mentor.,school counselor using a predictive model/algorithm,I think that looking at the students needs is more important than how much their family makes.,"Yes, students who deserve mentors will get them",Extremely unfair,Extremely fair,The input that parents should have is that they would want their child to have a fair chance in the mentors they need not based on the income they have.,30,Some high school or less,Female,,I do not have children,Conservative,92376,16871,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-20 15:50:23,2019-08-20 16:00:49,IP Address,*******,100,626,True,2019-08-20 16:00:50,R_2uQIggdlACShUrg,*******,*******,*******,*******,*******,*******,anonymous,EN,"Most likely, this predictive model could be a more accurate way to determine who needs mentors the most and who would benefit most from them. More importantly, you could refine the model year over year to ensure you get the most bang for your buck from the mentors. However, the first few years should be carefully observed so that the model is not being baised in some unfair way that would harm the overall goal of the program",school counselor using a predictive model/algorithm,"It is more fair because income is very subjective and generally not a good way to judge households. Several factors go into income and income doesn't serve as a very good predictor for who needs the most help. For example, school attendence is a much better factor for determing at risk students than income. ","Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat fair,"I think that parents should be able to have some input if they know their child is at risk, but otherwise the model should have the most input",28,Graduate or professional school,Male,,I do not have children,Slightly liberal,28211,10535,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-20 16:01:50,2019-08-20 16:06:22,IP Address,*******,100,272,True,2019-08-20 16:06:23,R_2Rb0dKOMLegf3kx,*******,*******,*******,*******,*******,*******,anonymous,EN,"It would be good to use the predictive model as it would give more information for children who need help based on income, distance, and stenance",school counselor using a predictive model/algorithm,Because the judgement can be skewed or biased in the favor of the school counselor.,"Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,Parents should be able to place a vote and whatever majority wins should be the rule.,20,High school diploma or GED,Male,,I do not have children,Liberal,07302,18217,used his judgment,larger budget,more,using his judgment
2019-08-20 15:34:01,2019-08-20 16:07:13,IP Address,*******,100,1991,True,2019-08-20 16:07:13,R_1qg5ysXxa67o88y,*******,*******,*******,*******,*******,*******,anonymous,EN,"A predicitive model to choose which students get mentors would pick based on stuff like their past years' attendance, family income, where they live, and it predicts which students will miss school frequently.",school counselor using a predictive model/algorithm,"The algorithm has more information to go on than the school counselor is using and I think it will be much more accurate. ","Yes, students who deserve mentors will get them",Extremely fair,Extremely fair,I think the parents should also be able to request their child to be looked at to be considered for a mentor.,25,High school diploma or GED,Female,,I do not have children,Extremely liberal,47712,16495,used his judgment,larger budget,more,using his judgment
2019-08-20 15:59:26,2019-08-20 16:13:54,IP Address,*******,100,867,True,2019-08-20 16:13:54,R_3qlCs9150oMXBgL,*******,*******,*******,*******,*******,*******,anonymous,EN,It means the counselor would use big data in a obtrusive way to predict which students are likely to miss school or to be troublemakers.,school counselor ${e://Field/nonalg_method_present},The predictive model can be gamed to favor certain students in a discriminatory way. The income cutoff is a quick pass/fail test that can not be gamed to favor certain student groups.,"Yes, students who deserve mentors will get them",Extremely fair,Extremely unfair,"The parents must decide what factors go into the algorithm so that it is fair to ALL students, and not favor certain groups over others. They must also decide if they want so much data being permanently stored about their children to exist.",34,Some college or 2-year college,Male,,I do not have children,"Moderate, Middle of road",93001,10254,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 16:05:43,2019-08-20 16:16:56,IP Address,*******,100,672,True,2019-08-20 16:16:56,R_etcfYsveXTfx5Hr,*******,*******,*******,*******,*******,*******,anonymous,EN,A predictive model would allow the school the focus their resources on the kids that need it the most. Using a large pool of data they will determine which students pose the greatest risk of skipping school and therefore which kids may benefit the most from one on one counseling.  This should in theory provide them the most return from their limited budget.,school counselor using a predictive model/algorithm,"Random drawing for things like this are not the best way to do things due to the fact that a lot of kids don't need or want one on one counseling so they are taking up a spot from someone who actually needs it.  Using a 100% algorithm model though is also not completly fair due to the fact that there will be outliners that get skipped and just because a stupid looks like they are ""ok"" on paper, that may not actually be the case in real life.  The most fair way to do it would be a combination of the two system with something like 80% picked from model and then maybe 20% done through a stupid signup sheet (if there are too many then randomly draw from that 20%).","No, students who deserve mentors will still not get them",Neither fair nor unfair,Somewhat fair,If there will be a way for a stupid to opt in in the future and what exact data points will be used for this model.  Not all things should be treated as black and white and just because someone lives close/far from school might not be a factor just like if the parent makes a lot or a little money might not be a factor.  If i was a parent i would also want to know if this model has been used by any other school district in the past and what was their results.,29,4-year college degree,Male,,I do not have children,Slightly conservative,63026,12508,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-20 15:48:12,2019-08-20 16:22:29,IP Address,*******,100,2057,True,2019-08-20 16:22:30,R_A1CHgxK81TWrWOR,*******,*******,*******,*******,*******,*******,anonymous,EN,The counselor would have access to more data than usual. It would be more accurate than just a parent's request.,school counselor using a predictive model/algorithm,Emotion would be taken out of the decisions to pick what students deserve counselors. Parents would not be able to manipulate counselors.,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Extremely fair,Parents should be able to add more context to the data that is used in the model.,25,Some college or 2-year college,Male,,I do not have children,Extremely liberal,60188,15735,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-20 16:17:26,2019-08-20 16:24:27,IP Address,*******,100,420,True,2019-08-20 16:24:27,R_1JOX4r8Pvzv6Fv1,*******,*******,*******,*******,*******,*******,anonymous,EN,It is like a system based on historical and income information.,school counselor using a predictive model/algorithm,Random lottery based system is not fair to students that may not be reached by other methods.,"Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat fair,I feel that the parents should be involved. I believe that the parents should have a voice at least on whether they feel that it is objective.,38,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",28530,14726,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 16:20:59,2019-08-20 16:36:00,IP Address,*******,100,900,True,2019-08-20 16:36:00,R_TnDDDgSFW2bd5pT,*******,*******,*******,*******,*******,*******,anonymous,EN,"It would not consider the counselor's input or knowledge of the students to determine need, nor would it calculate other risk factors that are important to the process. Instead, the list will be predetermined by using data that will target specific groups, and will likely be descriminative. ",school counselor ${e://Field/nonalg_method_present},"The counselor knows factors about each student that is beneficial for determining need and effectiveness. Also, without parental support the student will be less successful. ","Yes, students who deserve mentors will get them",Extremely fair,Extremely unfair,"Full input, since the likliness of a predictive model to target and discriminate certain groups would be great. ",43,Some college or 2-year college,Female,,I have children and at least one is school-aged (3-18),Liberal,55008,17537,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-20 16:40:18,2019-08-20 16:44:04,IP Address,*******,100,226,True,2019-08-20 16:44:04,R_2fkYrhBrTX2OB2m,*******,*******,*******,*******,*******,*******,anonymous,EN,A model would choose students based on various information it has on the student,school counselor using a predictive model/algorithm,"Some parents who don't really need it quite as much might send a request and some parents who do need it might be too proud to send a request. with this model it would better determine who needs it more. ","Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,If there are enough parents that disagree with it's usage then it should be changed.,25,Some college or 2-year college,Female,,I do not have children,Liberal,33130,16870,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-20 16:49:37,2019-08-20 16:53:46,IP Address,*******,100,249,True,2019-08-20 16:53:46,R_1P4XDDbz1pPJkHh,*******,*******,*******,*******,*******,*******,anonymous,EN,"This predictive model can use data like which students get in fights, which ones have the lowest grades and whose parents have the lowest income.",school counselor using a predictive model/algorithm,most students will not need mentors,"Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat fair,that parent with the lowest income should have the right for their kids to have mentors,27,Some college or 2-year college,Male,,I do not have children,Liberal,20850,10973,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 15:26:22,2019-08-20 17:23:58,IP Address,*******,100,7055,True,2019-08-20 17:23:58,R_UltvV4UcSNpcA5b,*******,*******,*******,*******,*******,*******,anonymous,EN,Using a predictive model to determine which students get mentors mean that some students who need mentors may be overlooked.,school counselor using a predictive model/algorithm,At least by using background information you will be more likely to provide students that need mentors with one.,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,If parents think their kids need a mentor they should be able to express that to the proper authorities.,27,Some college or 2-year college,Female,,I do not have children,Liberal,30303,10997,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 17:26:43,2019-08-20 17:30:54,IP Address,*******,100,251,True,2019-08-20 17:30:55,R_3je1dCMBW0kLdit,*******,*******,*******,*******,*******,*******,anonymous,EN,The school counselor use a predictive model to improve both student and education qualities.,school counselor ${e://Field/nonalg_method_present},"There is always miscalculation in an algorithm ","Yes, students who deserve mentors will get them",Somewhat fair,Neither fair nor unfair,They should have information on disadvantages and advantages of both decision making processes.,25,Graduate or professional school,Male,,I do not have children,"Moderate, Middle of road",20737,10637,used his judgment,smaller budget,less,using his judgment
2019-08-20 17:25:23,2019-08-20 17:50:17,IP Address,*******,100,1493,True,2019-08-20 17:50:18,R_xFb4kJqu3aeLOzT,*******,*******,*******,*******,*******,*******,anonymous,EN,"The use of a predictive model, in order to choose which students get mentors, would mean the incorporation of several factors into this decision as opposed to only one factor (income) being used during the previous year.  By utilizing the predictive model, the counselor would be able to better select the students who need the mentors the most.  For example, suppose that there are two students (Student A and Student B) who have equivalent parental income and also live the same distance away from school.  However, if Student A has only missed 3 days of school in the past while Student B has missed 45 days, then use of a predictive model will most likely indicate that Student B would most benefit from a mentor over Student A since Student B has a much higher rate of absence than Student A.",school counselor using a predictive model/algorithm,"I think that the reason why using a predictive model/algorithm is more fair than using an income cutoff because there might be students who, based on a significant number of past absences, would benefit from a mentor but, because their parental income might not meet the income cutoff, would cause them to be disqualified/excluded from further consideration.  A multifactorial predictive model/algorithm would provide the fairest method for making this decision on a limited budget.","Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,"Parents should evaluate both the pros and cons of using the predictive model together with the school counselor.  Furthermore, free solutions should be proposed to possibly assist at-risk students who are unable to get mentors.  For example, the creation of a mentoring program consisting of volunteer college students to help out with mentoring remaining students who would benefit from mentors but who were, due to limited available spots, were unable to be paired with a paid mentor.  In this way, as many students as possible can be mentored without going over the already-limited budget.",32,4-year college degree,Female,,I do not have children,"Moderate, Middle of road",13202,15790,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-20 17:53:30,2019-08-20 17:55:45,IP Address,*******,100,134,True,2019-08-20 17:55:45,R_3meOnGGADLVvf6r,*******,*******,*******,*******,*******,*******,anonymous,EN,"They would use the predictive model to generate assumptions about how to make decisions in the future, especially in terms of how students will be affected by income, attendance, and otherwise.",school counselor using a predictive model/algorithm,"I think it makes more sense since there is science and math behind it. ","Yes, students who deserve mentors will get them",Somewhat unfair,Neither fair nor unfair,I think parents should be able to decide which mentors are chosen.,33,4-year college degree,Male,,I have children and at least one is school-aged (3-18),Liberal,20005,12208,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 17:57:37,2019-08-20 18:00:06,IP Address,*******,100,148,True,2019-08-20 18:00:06,R_21A1vkp6UKNlUnF,*******,*******,*******,*******,*******,*******,anonymous,EN,Using artificial intelligence and data science with the aid of statistics and a computer to evaluate learning outcomes of students.,school counselor using a predictive model/algorithm,It is not biased and fair.,"Yes, students who deserve mentors will get them",Somewhat unfair,Extremely fair,behavior and learning outcomes,35,Graduate or professional school,Male,,I do not have children,Slightly liberal,38654,12564,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-20 18:01:06,2019-08-20 18:05:26,IP Address,*******,100,260,True,2019-08-20 18:05:27,R_30uh9cepfFlrfuH,*******,*******,*******,*******,*******,*******,anonymous,EN,"It would look at correlations from past years probably, and see what variables were associated with students missing a lot of school.  Then it would analyze students for this year and see which ones had those variables that were in the past associated with missing a lot of school.",school counselor using a predictive model/algorithm,"Because using parents' requests penalizes students with very uninvolved or negligent parents, who may need the help the most.  It just rewards students whose parents are assertive and demanding regardless of the actual outcome that will result.","No, students who deserve mentors will still not get them",Somewhat unfair,Somewhat fair,If they listen to input they need to go out and get it from all parents not just the most involved ones who are always speaking up already.  Otherwise it will just be the same result.,36,4-year college degree,Male,,I do not have children,Liberal,14830,14763,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-20 18:23:17,2019-08-20 18:35:36,IP Address,*******,100,739,True,2019-08-20 18:35:37,R_5tf0ro1kVf4z973,*******,*******,*******,*******,*******,*******,anonymous,EN,Students who are well off might not have need for a counselor. Students who are not as unfortunate could benefit greatly from getting a counselor. It should be on a as-needed basis. Using an algorithm can be easier to figure out which students could use a counselor without embarrassing them.,school counselor ${e://Field/nonalg_method_present},There is no bias with a random raffle. They are not in control one which students are chosen.,"No, students who deserve mentors will still not get them",Extremely fair,Somewhat fair,I don't think parents should be able to make decisions about this. There are some students that would prefer to keep secrets from their parents. Their parents might want to forbid them to speak to other people about their situation. That is unfair to the student.,25,4-year college degree,Female,,I do not have children,Extremely liberal,91762,15227,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 18:27:56,2019-08-20 18:39:04,IP Address,*******,100,668,True,2019-08-20 18:39:05,R_1NnBnNmmFwjN0KL,*******,*******,*******,*******,*******,*******,anonymous,EN,"It means that a computer program is going to attempt to predict which students are most likely going to be in need of this service the most. To do that it is going to use background information about the students to come up with it's predictions. The counselor would use the information taken from this program to decide who gets the mentors. ",school counselor using a predictive model/algorithm,"Because if the counselors use their own judgement they will be biased.Unconscious bias is always present even with the most well intended people, they can't help it. ","No, students who deserve mentors will still not get them",Somewhat unfair,Neither fair nor unfair,"I don't think the parents should have any say at all. Parents are not going to be impartial, and some will take advantage or look at it from only their child's perspective. It is wrong and unfair to have them decide. If they were doing such a great job to begin with, why are their kids missing school? This is a decision for professionals. ",45,4-year college degree,Female,,I have children and at least one is school-aged (3-18),Slightly liberal,28390,18029,used his judgment,larger budget,more,using his judgment
2019-08-20 18:55:54,2019-08-20 18:59:42,IP Address,*******,100,227,True,2019-08-20 18:59:42,R_bEoOq0ysdlGs9Zn,*******,*******,*******,*******,*******,*******,anonymous,EN,"The counselor would create a profile for a student, almost like police do for when looking for suspects in a crime. Once a profile is created, the counselor can predict who will need the mentoring. Rather than using feelings or empirical evidence, the counselor is using concrete data.",school counselor using a predictive model/algorithm,It will show you who truly needs the mentor more. You need to use multiple components to figure it out.,"Yes, students who deserve mentors will get them",Somewhat unfair,Extremely fair,I think it should be decided at the district level. I don't think parents should be involved. They are biased.,31,Graduate or professional school,Male,,I do not have children,Conservative,01852,13623,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-20 19:08:54,2019-08-20 19:11:14,IP Address,*******,100,139,True,2019-08-20 19:11:14,R_2ZPpGYK4lUVEFYb,*******,*******,*******,*******,*******,*******,anonymous,EN,to look at different criteria for school counselors to predict students who will need mentors,school counselor using a predictive model/algorithm,I think its helpful to keep counselors aware of the kids who need help,"Yes, students who deserve mentors will get them",Somewhat fair,Somewhat fair,I think they should be involved,31,Graduate or professional school,Female,,I do not have children,Liberal,19073,17982,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-20 19:15:06,2019-08-20 19:18:24,IP Address,*******,100,198,True,2019-08-20 19:18:25,R_A6uiAIMi3THkmtj,*******,*******,*******,*******,*******,*******,anonymous,EN,the algorithm will use data to determine which students will get a mentor,school counselor using a predictive model/algorithm,school counselor may be biased,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,the parents and students should be able to vote about whether to implement the predictive model,34,4-year college degree,Female,,I have children and at least one is school-aged (3-18),Liberal,77450,12172,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 19:39:15,2019-08-20 19:42:48,IP Address,*******,100,212,True,2019-08-20 19:42:48,R_er4KfeT2aibJKSd,*******,*******,*******,*******,*******,*******,anonymous,EN,"The model would pick kids that need the mentor so they keep coming to school, getting their work done, and getting everything they need to have a complete school experience.",school counselor using a predictive model/algorithm,"Some kids might have parent that make a good amount of money, but they could still get into trouble. There are plenty of cases of kids like this.","Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,"Parents should get to have some say, but at the end of the day the parents that will speak up about this will be parents that have time to do this. If they have time to say something about this then they might not understand the things some kids go through with parents that can't be around all the time.",23,Some college or 2-year college,Male,,I do not have children,Liberal,23434,16071,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-20 20:01:53,2019-08-20 20:03:57,IP Address,*******,100,124,True,2019-08-20 20:03:57,R_5pOFn1vqzdPIml3,*******,*******,*******,*******,*******,*******,anonymous,EN,It's when they use a large amount of previously gathered data to figure out which students would be the best choices for a mentoring program.,school counselor using a predictive model/algorithm,"It's the most fair, not best, as it removes as much of the bias as possible.","Yes, students who deserve mentors will get them",Somewhat fair,Somewhat fair,"I think they should be able to find out what the criteria is, how the algorithm is used, and request additional support in helping their kid get into the program.",36,4-year college degree,Male,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",32940,18530,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-20 20:25:59,2019-08-20 20:31:39,IP Address,*******,100,339,True,2019-08-20 20:31:39,R_33duKg33SAgetrs,*******,*******,*******,*******,*******,*******,anonymous,EN,It means they will be able to track student's who need help to get them that help. If they come from a low income family maybe its helping them get free lunch or if they are missing a lot of school maybe its securing them a bus pass. It's about them making a difference.,school counselor using a predictive model/algorithm,Income cutoff could be pretty subjective. Lets say you cut it off at 15000 but tons of students who come from 16000 income are having just as many issues and don't get help. Need to mix a variety of metrics to figure out who needs help.,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,The parents should have a say but they should also have to prove that they are trying to stop their kids from missing school and make sure they aren't doing things to cause them to need a consular in the first place.,32,4-year college degree,Male,,I do not have children,Extremely Conservative,92020,19867,used an income cutoff,larger budget,more,using an income cutoff
2019-08-20 20:37:27,2019-08-20 20:45:10,IP Address,*******,100,463,True,2019-08-20 20:45:11,R_wRTnOeUAwmGrxbH,*******,*******,*******,*******,*******,*******,anonymous,EN,"It would mean that the counselor would have to collect a lot of data from her students - everything from last years attendance to parents income. This would require a lot of work, more so than the randomness of last years picks.",school counselor ${e://Field/nonalg_method_present},"I feel like if picked randomly, it would be fair because, well, it would be random. Each student has a chance to be picked to get a mentor from the school. With a predictive algorithm, the code could be wrong, or the computer could mess up. ","Yes, students who deserve mentors will get them",Somewhat fair,Somewhat unfair,I think the parents should ultimately get to vote and decide which method would be the fairest in their minds for their kids.,32,High school diploma or GED,Male,,I do not have children,Liberal,89178,13728,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-20 20:36:42,2019-08-20 20:46:44,IP Address,*******,100,601,True,2019-08-20 20:46:44,R_3IRArlOaZPKQpPY,*******,*******,*******,*******,*******,*******,anonymous,EN,"It would take a massive amount of information about students and use an algorithm to determine which students are most likely to be absent from school often, or who would benefit the most from having mentors.  ",school counselor using a predictive model/algorithm,"I believe the students who are struggling the most should be first in line for help. By drawing names, the counselor was possibly giving help to students who didn't need it as much as others who missed out. ","Yes, students who deserve mentors will get them",Extremely unfair,Extremely fair,"Perhaps parents could be invited to a school meeting so that they can voice their opinions or even take a vote. ",35,Some college or 2-year college,Female,,I do not have children,Extremely liberal,75088,13756,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-20 20:43:34,2019-08-20 20:50:20,IP Address,*******,100,406,True,2019-08-20 20:50:20,R_1dumO1D1ojDazHu,*******,*******,*******,*******,*******,*******,anonymous,EN,The predictive model will use statistics from previous student's data to gauge which students should receive the mentorship. It will all depend on how the data is initially set up. So if the set-up is done in a way that ensures those who need it the most will get the mentorship it will be best because there wouldn't be any human errors.,school counselor using a predictive model/algorithm,"If initially set up correctly, all students will me measured using the same algorithm. There wouldn't be any chance that one student is more favored than the other other than based on their needs.","Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,The parents should give told the school's options and what the school chose to go with. I don't think the parent should have any input because most parents would want their child to get the extra help. So the school should inform the school their  change and the reason for this change and how it would best suit the students in the end.,34,4-year college degree,Female,,I do not have children,Liberal,90027,16981,used his judgment,larger budget,more,using his judgment
2019-08-20 20:59:02,2019-08-20 21:09:30,IP Address,*******,100,628,True,2019-08-20 21:09:30,R_cT2BBAzFdE5WnUR,*******,*******,*******,*******,*******,*******,anonymous,EN,"Given the budgetary situation, the counselor in my opinion is making a good decision to use the predictive model to include the important decision-making factors. The only concern I would have is that the counselor will carefully review the completed report and then use his own judgment to make any necessary adjustments to the final working report.",school counselor using a predictive model/algorithm,Budgetary constraints make it difficult to do the same job as in years before. The counselor will still have some control over the final assessment.,"Yes, students who deserve mentors will get them",Extremely fair,Extremely fair,Every parent is going to want special attention for their child. The district needs to have some meetings where the process is fully explained and parents have an opportunity to voice their individual concerns.,32,4-year college degree,Male,,I have children and at least one is school-aged (3-18),Slightly liberal,92553,19433,used his judgment,smaller budget,less,using his judgment
2019-08-20 21:07:30,2019-08-20 21:14:27,IP Address,*******,100,416,True,2019-08-20 21:14:28,R_22PxJiuWNRjRoA3,*******,*******,*******,*******,*******,*******,anonymous,EN,"Many factors will help to determine which students get mentors.  After evaluating the data the predictive model will show which students are most ""deserving"" of a mentor and then someone will have to decide if that conclusion makes sense.",school counselor using a predictive model/algorithm,I think the predictive model will help narrow down the students if the correct data is inputted into the algorithm.  This method will still need to have a person decide if the algorithms predictions are viable.,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,I think the parents should have input on what type of information is loaded into the algorithm.,47,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),Slightly conservative,78621,19922,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
